Wall time,Step,Value
1763175571.1230912,0,0.32138344645500183
1763175609.4132934,1,0.3343762159347534
1763175647.4938629,2,0.3350118100643158
1763175685.6557748,3,0.34896421432495117
1763175723.7375817,4,0.35709521174430847
1763175761.9646866,5,0.3772110641002655
1763175800.1466541,6,0.3970852494239807
1763175838.2811034,7,0.41750651597976685
1763175876.4081972,8,0.41776615381240845
1763175914.5441577,9,0.43054962158203125
1763175952.5981793,10,0.451172411441803
1763175990.8397863,11,0.45961055159568787
1763176028.8916037,12,0.45752790570259094
1763176067.0732327,13,0.4911404550075531
1763176105.2158751,14,0.4963187277317047
1763176143.3753245,15,0.5140174031257629
1763176181.6631312,16,0.5515573620796204
1763176219.8715947,17,0.5979340672492981
1763176258.0032716,18,0.6620957851409912
1763176296.2447007,19,0.6406269669532776
1763176334.4313629,20,0.6579144597053528
1763176372.6171873,21,0.6815328598022461
1763176410.8505929,22,0.7032546997070312
1763176448.981859,23,0.6937971115112305
1763176487.4506729,24,0.7008203268051147
1763176525.6457303,25,0.7067395448684692
1763176563.9796596,26,0.743205189704895
1763176602.2158914,27,0.7342846393585205
1763176640.5404131,28,0.7514062523841858
1763176678.9322252,29,0.7243097424507141
1763176717.2709246,30,0.7545030117034912
1763176755.5414233,31,0.7118561863899231
1763176794.0668032,32,0.7104371190071106
1763176832.4201546,33,0.7265404462814331
1763176870.7180347,34,0.7386197447776794
1763176909.031444,35,0.7316644787788391
1763176947.3280258,36,0.7047812938690186
1763176985.7973092,37,0.7343997955322266
1763177024.1391196,38,0.7074125409126282
1763177062.465313,39,0.7123373746871948
1763177100.7948294,40,0.7183974981307983
1763177139.2873163,41,0.7405529022216797
1763177177.6404202,42,0.741248369216919
1763177216.175145,43,0.7364249229431152
1763177254.5282817,44,0.7072634696960449
1763177292.9119227,45,0.6863111853599548
1763177331.267089,46,0.7178623080253601
1763177369.7045352,47,0.6857466697692871
1763177407.9439824,48,0.7029618620872498
1763177446.3854785,49,0.7158356308937073
1763177484.7967694,50,0.6859824657440186
1763177523.17001,51,0.7187807559967041
1763177561.5533242,52,0.6970488429069519
1763177600.0426104,53,0.7179405093193054
1763177638.4150724,54,0.6939403414726257
1763177676.8879824,55,0.6999655365943909
1763177715.2857804,56,0.6865079998970032
1763177753.649903,57,0.6914252042770386
1763177792.1473153,58,0.688632607460022
1763177830.4877245,59,0.7023072242736816
1763177869.033454,60,0.6854290962219238
1763177907.430873,61,0.7004444003105164
1763177945.851596,62,0.6989622712135315
1763177984.4751182,63,0.6981128454208374
1763178022.9099765,64,0.7101486921310425
1763178061.3245533,65,0.7156330347061157
1763178099.7771196,66,0.7015888094902039
1763178138.1292343,67,0.7120547890663147
1763178176.5546243,68,0.7035726308822632
1763178214.9911144,69,0.6919927597045898
1763178253.447672,70,0.6782786846160889
1763178292.1572313,71,0.7047373056411743
1763178330.645728,72,0.6852810978889465
1763178369.2867975,73,0.690575361251831
1763178407.7482612,74,0.699176549911499
1763178446.2341669,75,0.6685441136360168
1763178484.778619,76,0.6866675615310669
1763178523.3929024,77,0.6884679794311523
1763178561.896058,78,0.6767762899398804
1763178600.6165361,79,0.6946048140525818
1763178639.2148614,80,0.698750913143158
1763178677.9725091,81,0.6948134303092957
1763178716.7146454,82,0.6734628081321716
1763178755.4728909,83,0.675803542137146
1763178794.0142717,84,0.6863887906074524
1763178832.5316515,85,0.6897715926170349
1763178871.0488787,86,0.7046595215797424
1763178909.7434268,87,0.6762867569923401
1763178948.5259051,88,0.6780235171318054
1763178985.3467488,89,0.6811361312866211
1763179023.8620095,90,0.6809848546981812
1763179062.4271173,91,0.7072967886924744
1763179101.0500662,92,0.6835711002349854
1763179139.6993237,93,0.6659820675849915
1763179178.4610956,94,0.6891319155693054
1763179217.1121051,95,0.6761940717697144
1763179255.6582575,96,0.6799446940422058
1763179294.2584283,97,0.6687652468681335
1763179332.7922425,98,0.6706967353820801
1763179371.3550825,99,0.6694478392601013
1763179409.813174,100,0.6805905103683472
1763179448.4595697,101,0.6834166646003723
1763179487.112692,102,0.6687954068183899
1763179525.9482002,103,0.685632586479187
1763179564.6303992,104,0.6665667295455933
1763179603.132105,105,0.679190456867218
1763179641.6293585,106,0.6811542510986328
1763179680.2133625,107,0.6684361100196838
1763179718.7630587,108,0.6696449518203735
1763179757.3083673,109,0.6592085361480713
1763179795.9650168,110,0.6590738296508789
1763179834.5294006,111,0.650600790977478
1763179873.076242,112,0.6609387397766113
1763179911.7088664,113,0.6548048257827759
1763179950.2968264,114,0.6707329154014587
1763179988.8406644,115,0.6527606844902039
1763180027.543354,116,0.6621818542480469
1763180066.162214,117,0.6466019749641418
1763180104.757448,118,0.6606723070144653
1763180143.3973708,119,0.6614726185798645
1763180181.986325,120,0.6562507152557373
1763180220.4971635,121,0.6524675488471985
1763180259.1371243,122,0.6458694934844971
1763180297.7555854,123,0.6578314900398254
1763180336.2187474,124,0.6549809575080872
1763180374.8612995,125,0.6559029221534729
1763180413.461827,126,0.6547459363937378
1763180452.0761266,127,0.6439737677574158
1763180490.623428,128,0.6571515202522278
1763180529.2256653,129,0.6472949981689453
1763180567.7835274,130,0.6443692445755005
1763180606.3500881,131,0.6431370973587036
1763180644.9514253,132,0.642000138759613
1763180683.545614,133,0.6512390971183777
1763180722.4631617,134,0.6485273838043213
1763180761.2011926,135,0.6367721557617188
1763180799.7711112,136,0.644233763217926
1763180838.4894202,137,0.6507031917572021
1763180877.056711,138,0.6463813185691833
1763180915.6141455,139,0.636665403842926
1763180954.2919564,140,0.6427584886550903
1763180992.8635914,141,0.6391641497612
1763181031.6636918,142,0.639735221862793
1763181070.3083735,143,0.6387175917625427
1763181109.0239525,144,0.6411270499229431
1763181147.7943387,145,0.6410580277442932
1763181186.4120858,146,0.6421599388122559
1763181225.0413988,147,0.6414236426353455
1763181263.6945426,148,0.6356014013290405
1763181302.265853,149,0.6292694211006165
1763181340.8874922,150,0.6289695501327515
1763181379.462482,151,0.6302134990692139
1763181418.159205,152,0.6285775303840637
1763181456.7032323,153,0.6248871088027954
1763181495.2844758,154,0.6251940131187439
1763181533.8719542,155,0.6274568438529968
1763181572.5138535,156,0.6270769238471985
1763181611.233643,157,0.6237561106681824
1763181649.96724,158,0.6270007491111755
1763181688.5760455,159,0.6280474066734314
1763181727.1847022,160,0.6236403584480286
1763181765.8966308,161,0.6246356964111328
1763181804.5766168,162,0.6248418688774109
1763181843.357072,163,0.6258693933486938
1763181881.9177222,164,0.6237747669219971
1763181920.5742571,165,0.6201743483543396
1763181959.204333,166,0.6201707124710083
1763181997.8576572,167,0.6250580549240112
1763182036.4207437,168,0.6225017309188843
1763182074.9515166,169,0.6246275305747986
1763182113.4873354,170,0.6220927238464355
1763182152.1234186,171,0.6232578754425049
1763182190.7256417,172,0.6252952218055725
1763182229.3604245,173,0.6236239671707153
1763182268.0705001,174,0.6239089369773865
1763182306.606746,175,0.6238996386528015
1763182345.1544023,176,0.6246045231819153
1763182383.7032375,177,0.6244935393333435
1763182422.2954264,178,0.6232757568359375
1763182460.8653145,179,0.6232287883758545
1763182499.397184,180,0.6232841610908508
1763182538.124474,181,0.6241679787635803
1763182576.698934,182,0.6237981915473938
1763182615.2422278,183,0.6239416599273682
1763182653.8632324,184,0.6238008737564087
1763182692.550897,185,0.6242971420288086
1763182731.1371536,186,0.623658299446106
1763182769.6680415,187,0.6236834526062012
1763182808.2844782,188,0.624016523361206
1763182847.1807642,189,0.6234850287437439
1763182885.7718132,190,0.6233676671981812
1763182924.3814526,191,0.6232737898826599
1763182962.9500713,192,0.6233409643173218
1763183001.4859698,193,0.6232645511627197
1763183040.045834,194,0.623240053653717
1763183078.7286437,195,0.6232808828353882
1763183117.4669423,196,0.6233267188072205
1763183156.0813828,197,0.6233004331588745
1763183194.6940746,198,0.6232976317405701
1763183233.2885573,199,0.623282253742218
