Wall time,Step,Value
1763183252.818031,0,13.614130020141602
1763183272.1672733,1,15.815217018127441
1763183291.8565648,2,25.869565963745117
1763183311.1969564,3,32.8532600402832
1763183330.5138936,4,39.619564056396484
1763183350.3267334,5,42.880435943603516
1763183370.0109844,6,47.5
1763183389.5376186,7,51.25
1763183409.183297,8,52.309783935546875
1763183428.7611885,9,56.005435943603516
1763183448.2253456,10,55.869564056396484
1763183467.5089765,11,58.69565200805664
1763183486.9111762,12,58.64130401611328
1763183506.25478,13,58.451087951660156
1763183525.621775,14,60.21739196777344
1763183544.9748566,15,62.690216064453125
1763183564.2456365,16,63.09782791137695
1763183583.7605236,17,64.375
1763183603.0869865,18,66.90217590332031
1763183622.546307,19,65.48912811279297
1763183641.860326,20,66.44021606445312
1763183661.2959235,21,64.97282409667969
1763183680.7012665,22,64.48369598388672
1763183700.036077,23,66.49456787109375
1763183719.5972168,24,66.25
1763183738.9936948,25,67.47282409667969
1763183758.50503,26,68.0434799194336
1763183777.7718587,27,68.28804016113281
1763183797.146326,28,69.26630401611328
1763183816.6054468,29,69.40217590332031
1763183836.2041554,30,68.31521606445312
1763183855.703105,31,68.15217590332031
1763183874.9049482,32,70.0
1763183894.1285648,33,68.75
1763183913.4573162,34,70.625
1763183932.6169004,35,69.97282409667969
1763183952.04889,36,68.8315200805664
1763183971.3033953,37,71.98369598388672
1763183990.665045,38,72.36412811279297
1763184010.1733148,39,69.70108795166016
1763184029.6249642,40,71.57608795166016
1763184048.7732592,41,70.7065200805664
1763184068.329439,42,70.97826385498047
1763184087.6036677,43,73.26087188720703
1763184106.8627152,44,73.55978393554688
1763184126.4793618,45,72.4184799194336
1763184145.8320947,46,72.71739196777344
1763184165.023891,47,73.58695983886719
1763184184.5008376,48,73.28804016113281
1763184203.958714,49,72.17391204833984
1763184223.4961278,50,74.10326385498047
1763184243.0515091,51,73.42391204833984
1763184262.5388744,52,73.125
1763184281.9690876,53,72.4456558227539
1763184301.1783,54,74.86412811279297
1763184320.3424885,55,74.9184799194336
1763184339.6158814,56,73.85869598388672
1763184359.0878537,57,75.51630401611328
1763184378.5542316,58,75.97826385498047
1763184398.2663429,59,75.40760803222656
1763184417.8275993,60,74.4565200805664
1763184437.3198802,61,75.89673614501953
1763184456.787616,62,76.3315200805664
1763184476.532538,63,77.33695983886719
1763184495.9644408,64,76.1956558227539
1763184515.3544786,65,75.86956787109375
1763184534.7192872,66,76.63043212890625
1763184554.0317128,67,78.8043441772461
1763184573.3228767,68,78.39673614501953
1763184592.7185943,69,78.39673614501953
1763184612.1149366,70,77.60869598388672
1763184631.5525465,71,77.79891204833984
1763184650.8443544,72,78.8043441772461
1763184670.4016078,73,78.0434799194336
1763184689.6793354,74,78.125
1763184709.058358,75,79.75543212890625
1763184728.5364995,76,79.78260803222656
1763184748.009083,77,79.67391204833984
1763184767.2839596,78,79.18478393554688
1763184786.6234374,79,80.0543441772461
1763184805.8477507,80,79.83695983886719
1763184825.2726753,81,79.83695983886719
1763184844.9104397,82,79.04891204833984
1763184864.203603,83,81.11412811279297
1763184883.8636699,84,83.23369598388672
1763184903.1474771,85,81.84782409667969
1763184922.3950253,86,81.65760803222656
1763184941.5904129,87,82.63587188720703
1763184961.1037138,88,81.9565200805664
1763184980.4253473,89,82.11956787109375
1763184999.896261,90,83.01630401611328
1763185019.1702516,91,80.86956787109375
1763185038.4489326,92,82.36412811279297
1763185057.8975928,93,83.64130401611328
1763185077.283022,94,84.83695983886719
1763185096.646096,95,83.8315200805664
1763185116.0568593,96,84.89130401611328
1763185135.3342772,97,85.65217590332031
1763185154.75521,98,85.51630401611328
1763185174.1799233,99,84.3206558227539
1763185193.5083823,100,84.56521606445312
1763185212.9467072,101,86.27717590332031
1763185232.273419,102,84.72826385498047
1763185251.5313077,103,85.5706558227539
1763185271.0190854,104,85.51630401611328
1763185290.2874496,105,87.74456787109375
1763185309.4861257,106,85.73369598388672
1763185328.8815126,107,86.25
1763185348.3242102,108,87.47282409667969
1763185367.6940906,109,87.88043212890625
1763185387.1158245,110,87.63587188720703
1763185406.5393512,111,89.26630401611328
1763185426.2626245,112,89.3206558227539
1763185445.7485359,113,88.28804016113281
1763185465.0597868,114,88.0706558227539
1763185484.361174,115,89.07608795166016
1763185503.6747863,116,89.56521606445312
1763185523.2862716,117,89.86412811279297
1763185542.697524,118,90.81521606445312
1763185561.9270558,119,90.13587188720703
1763185581.3967268,120,90.24456787109375
1763185600.8121672,121,91.65760803222656
1763185620.2170868,122,90.0815200805664
1763185639.5320294,123,90.95108795166016
1763185658.8861194,124,90.81521606445312
1763185678.0990174,125,91.3315200805664
1763185697.3152053,126,90.92391204833984
1763185716.557331,127,91.1956558227539
1763185735.7589178,128,90.6793441772461
1763185755.1386569,129,92.4456558227539
1763185774.355841,130,91.54891204833984
1763185793.7064936,131,92.4184799194336
1763185813.0620072,132,92.74456787109375
1763185832.412027,133,93.47826385498047
1763185851.7833679,134,92.90760803222656
1763185871.4388666,135,94.375
1763185891.009971,136,93.88587188720703
1763185910.315471,137,94.21195983886719
1763185930.0188916,138,94.89130401611328
1763185949.311748,139,94.48369598388672
1763185968.7377036,140,95.0
1763185988.1234298,141,95.0
1763186007.6879551,142,94.86412811279297
1763186027.213818,143,94.97282409667969
1763186046.5970824,144,95.32608795166016
1763186065.9192278,145,95.7065200805664
1763186085.444504,146,94.72826385498047
1763186104.9952147,147,95.89673614501953
1763186124.5919693,148,95.625
1763186144.017937,149,96.49456787109375
1763186163.2408583,150,96.27717590332031
1763186182.9415016,151,95.38043212890625
1763186202.245049,152,96.05978393554688
1763186221.6247344,153,96.3043441772461
1763186241.0233104,154,96.73912811279297
1763186260.5024757,155,96.25
1763186279.7961876,156,97.14673614501953
1763186299.259701,157,97.60869598388672
1763186318.5323749,158,97.4184799194336
1763186337.9399247,159,97.30978393554688
1763186357.401509,160,97.85326385498047
1763186376.8218868,161,97.74456787109375
1763186396.333022,162,97.4456558227539
1763186415.5228596,163,97.96195983886719
1763186434.871975,164,97.71739196777344
1763186454.3012984,165,98.09782409667969
1763186473.9197488,166,98.2065200805664
1763186493.5735238,167,98.39673614501953
1763186512.9431052,168,98.15217590332031
1763186532.570197,169,98.58695983886719
1763186552.0316923,170,98.01630401611328
1763186571.3857372,171,98.26087188720703
1763186591.0664978,172,98.61412811279297
1763186610.3440502,173,98.55978393554688
1763186629.7415004,174,98.75
1763186649.2288184,175,98.55978393554688
1763186668.6862957,176,98.53260803222656
1763186688.3289673,177,98.75
1763186707.6579769,178,98.61412811279297
1763186727.041099,179,98.96739196777344
1763186746.2990677,180,99.02173614501953
1763186765.854297,181,98.77717590332031
1763186785.3904965,182,99.10326385498047
1763186804.7668173,183,99.02173614501953
1763186824.199814,184,98.91304016113281
1763186843.3367946,185,98.99456787109375
1763186862.667068,186,98.8315200805664
1763186882.0797782,187,98.88587188720703
1763186901.350275,188,99.02173614501953
1763186920.8016455,189,99.13043212890625
1763186940.2254956,190,98.8043441772461
1763186959.512252,191,99.04891204833984
1763186978.820341,192,98.96739196777344
1763186998.5483792,193,98.99456787109375
1763187017.8207967,194,99.13043212890625
1763187037.200053,195,99.13043212890625
1763187056.5503662,196,99.18478393554688
1763187075.8606,197,99.15760803222656
1763187095.4857855,198,98.94021606445312
1763187114.6481216,199,98.8315200805664
