Wall time,Step,Value
1762885293.1643977,0,0.0731533020734787
1762885304.7078314,1,0.13650406897068024
1762885316.4314687,2,0.20194125175476074
1762885328.7648196,3,0.25781744718551636
1762885340.2595396,4,0.304120272397995
1762885351.6564195,5,0.3710736036300659
1762885363.3028734,6,0.3918297290802002
1762885375.6608684,7,0.42329245805740356
1762885387.4416385,8,0.43397825956344604
1762885398.8459828,9,0.453050434589386
1762885410.439734,10,0.4792753756046295
1762885422.3511057,11,0.47977083921432495
1762885434.2241933,12,0.4936765134334564
1762885445.6072469,13,0.48298218846321106
1762885457.0281026,14,0.45982053875923157
1762885468.8926985,15,0.5037733912467957
1762885480.7783034,16,0.4861372113227844
1762885492.2690039,17,0.4947873055934906
1762885503.5087907,18,0.4937949478626251
1762885515.3313797,19,0.48806849122047424
1762885527.5218117,20,0.531592071056366
1762885539.3851137,21,0.5168091654777527
1762885550.9942465,22,0.49483129382133484
1762885562.7414763,23,0.4965994358062744
1762885574.3901725,24,0.5187150239944458
1762885585.6385682,25,0.5028290152549744
1762885596.9104996,26,0.5127844214439392
1762885608.9325435,27,0.5041281580924988
1762885620.909038,28,0.5386660695075989
1762885632.5869794,29,0.4989740252494812
1762885643.8106976,30,0.5216525197029114
1762885655.4459803,31,0.5061465501785278
1762885667.5807502,32,0.5107792615890503
1762885679.330675,33,0.5458345413208008
1762885690.9256806,34,0.5651761293411255
1762885702.755365,35,0.5401773452758789
1762885714.848355,36,0.533318042755127
1762885726.3103795,37,0.5264486074447632
1762885737.2656372,38,0.5297755002975464
1762885748.7497494,39,0.5544282793998718
1762885760.7887897,40,0.5079476833343506
1762885772.6833856,41,0.5283552408218384
1762885784.012972,42,0.5480859279632568
1762885795.403785,43,0.5320018529891968
1762885807.3759148,44,0.5454486012458801
1762885819.102159,45,0.5406582355499268
1762885830.7322817,46,0.533677339553833
1762885842.20931,47,0.5296465754508972
1762885854.4970608,48,0.551008939743042
1762885866.7126582,49,0.5711394548416138
1762885878.3973768,50,0.555415689945221
1762885889.8701968,51,0.5610114336013794
1762885901.85788,52,0.575350821018219
1762885914.1795156,53,0.5447168946266174
1762885926.02153,54,0.5663560032844543
1762885937.628285,55,0.5758303999900818
1762885949.6786954,56,0.5754454135894775
1762885962.0461519,57,0.5552815794944763
1762885973.8835075,58,0.5610747933387756
1762885985.4283295,59,0.5412623882293701
1762885997.1760325,60,0.5764809846878052
1762886009.1292844,61,0.5512626767158508
1762886021.058708,62,0.5590712428092957
1762886032.7631426,63,0.5849403142929077
1762886044.7785459,64,0.5965971946716309
1762886056.7455208,65,0.5388450622558594
1762886068.387105,66,0.5637359619140625
1762886079.7241514,67,0.5747452974319458
